Date,Region,demand_MU
12/22/2018,Maharashtra,412.5
12/22/2018,Tamil Nadu,297.3
12/22/2018,Uttar Pradesh,280.5
12/23/2018,Gujarat,316
12/23/2018,Maharashtra,390.7
12/23/2018,Tamil Nadu,259.5
12/23/2018,Uttar Pradesh,280.1
12/24/2018,Gujarat,324.7
12/24/2018,Maharashtra,415.1
12/24/2018,Tamil Nadu,276.4
12/24/2018,Uttar Pradesh,276.6
12/25/2018,Gujarat,324.1
12/25/2018,Maharashtra,416.5
12/25/2018,Tamil Nadu,282.9
12/25/2018,Uttar Pradesh,287.9
12/26/2018,Gujarat,318.7
12/26/2018,Maharashtra,415.7
12/26/2018,Tamil Nadu,290.6
12/26/2018,Uttar Pradesh,289.1
12/27/2018,Gujarat,322
12/27/2018,Maharashtra,407.9
12/27/2018,Tamil Nadu,302
12/27/2018,Uttar Pradesh,286.5
12/28/2018,Gujarat,319.4
12/28/2018,Maharashtra,393.3
12/28/2018,Tamil Nadu,303.9
12/28/2018,Uttar Pradesh,295.8
12/29/2018,Gujarat,317.3
12/29/2018,Maharashtra,388.4
12/29/2018,Tamil Nadu,287.1
12/29/2018,Uttar Pradesh,290.7
12/30/2018,Gujarat,309.6
12/30/2018,Maharashtra,378.4
12/30/2018,Tamil Nadu,261
12/30/2018,Uttar Pradesh,291.5
12/31/2018,Gujarat,316.8
12/31/2018,Maharashtra,386.6
12/31/2018,Tamil Nadu,279.7
12/31/2018,Uttar Pradesh,291.2
1/1/2019,Gujarat,312.4
1/1/2019,Maharashtra,385.7
1/1/2019,Tamil Nadu,270
1/1/2019,Uttar Pradesh,295
1/2/2019,Gujarat,315.8
1/2/2019,Maharashtra,400.5
1/2/2019,Tamil Nadu,279.2
1/2/2019,Uttar Pradesh,285.2
1/3/2019,Gujarat,323.1
1/3/2019,Maharashtra,413.8
1/3/2019,Tamil Nadu,287.9
1/3/2019,Uttar Pradesh,291.4
1/4/2019,Gujarat,326.3
1/4/2019,Maharashtra,411.5
1/4/2019,Tamil Nadu,289.4
1/4/2019,Uttar Pradesh,290.7
1/5/2019,Gujarat,325.2
1/5/2019,Maharashtra,411.8
1/5/2019,Tamil Nadu,281.3
1/5/2019,Uttar Pradesh,289.5
1/6/2019,Gujarat,312.2
1/6/2019,Maharashtra,398.6
1/6/2019,Tamil Nadu,267.8
1/6/2019,Uttar Pradesh,279.5
1/7/2019,Gujarat,320.3
1/7/2019,Maharashtra,409
1/7/2019,Tamil Nadu,285
1/7/2019,Uttar Pradesh,274.4
1/8/2019,Gujarat,323.3
1/8/2019,Maharashtra,415.4
1/8/2019,Tamil Nadu,296.5
1/8/2019,Uttar Pradesh,289.2
1/9/2019,Gujarat,322.5
1/9/2019,Maharashtra,415.3
1/9/2019,Tamil Nadu,296.1
1/9/2019,Uttar Pradesh,289.2
1/10/2019,Gujarat,324.8
1/10/2019,Maharashtra,414.9
1/10/2019,Tamil Nadu,293.2
1/10/2019,Uttar Pradesh,292.5
1/11/2019,Gujarat,329.5
1/11/2019,Maharashtra,410.9
1/11/2019,Tamil Nadu,295.2
1/11/2019,Uttar Pradesh,293.3
1/12/2019,Gujarat,327.3
1/12/2019,Maharashtra,412.5
1/12/2019,Tamil Nadu,290.2
1/12/2019,Uttar Pradesh,291.9
1/13/2019,Gujarat,315.6
1/13/2019,Maharashtra,401.3
1/13/2019,Tamil Nadu,275.1
1/13/2019,Uttar Pradesh,285.5
1/14/2019,Gujarat,256.6
1/14/2019,Maharashtra,414.6
1/14/2019,Tamil Nadu,275.1
1/14/2019,Uttar Pradesh,282.8
1/15/2019,Gujarat,282.7
1/15/2019,Maharashtra,418.4
1/15/2019,Tamil Nadu,240.3
1/15/2019,Uttar Pradesh,295.3
1/16/2019,Gujarat,316.4
1/16/2019,Maharashtra,421.8
1/16/2019,Tamil Nadu,227.9
1/16/2019,Uttar Pradesh,291.3
1/17/2019,Gujarat,327.5
1/17/2019,Maharashtra,421
1/17/2019,Tamil Nadu,238.1
1/17/2019,Uttar Pradesh,293.4
1/18/2019,Gujarat,329.8
1/18/2019,Maharashtra,413.7
1/18/2019,Tamil Nadu,265.1
1/18/2019,Uttar Pradesh,294.9
1/19/2019,Gujarat,329
1/19/2019,Maharashtra,413.1
1/19/2019,Tamil Nadu,268
1/19/2019,Uttar Pradesh,293.8
1/20/2019,Gujarat,321.9
1/20/2019,Maharashtra,403.2
1/20/2019,Tamil Nadu,264.6
1/20/2019,Uttar Pradesh,280
1/21/2019,Gujarat,333.9
1/21/2019,Maharashtra,412.4
1/21/2019,Tamil Nadu,278.2
1/21/2019,Uttar Pradesh,259.4
1/22/2019,Gujarat,329.3
1/22/2019,Maharashtra,417.1
1/22/2019,Tamil Nadu,281.6
1/22/2019,Uttar Pradesh,231.2
1/23/2019,Gujarat,327.6
1/23/2019,Maharashtra,417.4
1/23/2019,Tamil Nadu,289.8
1/23/2019,Uttar Pradesh,242.7
1/24/2019,Gujarat,327.4
1/24/2019,Maharashtra,413.3
1/24/2019,Tamil Nadu,294.9
1/24/2019,Uttar Pradesh,259.8
1/25/2019,Gujarat,322.5
1/25/2019,Maharashtra,397.6
1/25/2019,Tamil Nadu,298.9
1/25/2019,Uttar Pradesh,246.2
1/26/2019,Gujarat,297.7
1/26/2019,Maharashtra,351.6
1/26/2019,Tamil Nadu,283.2
1/26/2019,Uttar Pradesh,239
1/27/2019,Gujarat,300.2
1/27/2019,Maharashtra,361.6
1/27/2019,Tamil Nadu,272.9
1/27/2019,Uttar Pradesh,249.1
1/28/2019,Gujarat,317.3
1/28/2019,Maharashtra,394.1
1/28/2019,Tamil Nadu,295
1/28/2019,Uttar Pradesh,261.4
1/29/2019,Gujarat,322.3
1/29/2019,Maharashtra,399.5
1/29/2019,Tamil Nadu,297.2
1/29/2019,Uttar Pradesh,264.7
1/30/2019,Gujarat,321.8
1/30/2019,Maharashtra,405.3
1/30/2019,Tamil Nadu,304.7
1/30/2019,Uttar Pradesh,272.5
1/31/2019,Gujarat,326.9
1/31/2019,Maharashtra,403.4
1/31/2019,Tamil Nadu,301.5
1/31/2019,Uttar Pradesh,272.5
2/1/2019,Gujarat,322.6
2/1/2019,Maharashtra,399.3
2/1/2019,Tamil Nadu,302.2
2/1/2019,Uttar Pradesh,268
2/2/2019,Gujarat,319.9
2/2/2019,Maharashtra,403.5
2/2/2019,Tamil Nadu,294.6
2/2/2019,Uttar Pradesh,270
2/3/2019,Gujarat,312.3
2/3/2019,Maharashtra,392.4
2/3/2019,Tamil Nadu,282.4
2/3/2019,Uttar Pradesh,264.3
2/4/2019,Gujarat,326.3
2/4/2019,Maharashtra,408.3
2/4/2019,Tamil Nadu,296.5
2/4/2019,Uttar Pradesh,268
2/5/2019,Gujarat,332.1
2/5/2019,Maharashtra,421.6
2/5/2019,Tamil Nadu,303.4
2/5/2019,Uttar Pradesh,274.7
2/6/2019,Gujarat,327.1
2/6/2019,Maharashtra,424.1
2/6/2019,Tamil Nadu,310.3
2/6/2019,Uttar Pradesh,259.3
2/7/2019,Gujarat,320.1
2/7/2019,Maharashtra,414.1
2/7/2019,Tamil Nadu,311.4
2/7/2019,Uttar Pradesh,221.2
2/8/2019,Gujarat,320.1
2/8/2019,Maharashtra,400
2/8/2019,Tamil Nadu,318.9
2/8/2019,Uttar Pradesh,231
2/9/2019,Gujarat,314.9
2/9/2019,Maharashtra,389.6
2/9/2019,Tamil Nadu,313.6
2/9/2019,Uttar Pradesh,248
2/10/2019,Gujarat,301
2/10/2019,Maharashtra,381.5
2/10/2019,Tamil Nadu,291
2/10/2019,Uttar Pradesh,252.2
2/11/2019,Gujarat,316.8
2/11/2019,Maharashtra,403.7
2/11/2019,Tamil Nadu,301.7
2/11/2019,Uttar Pradesh,256.7
2/12/2019,Gujarat,323.4
2/12/2019,Maharashtra,420.1
2/12/2019,Tamil Nadu,309.9
2/12/2019,Uttar Pradesh,257.5
2/13/2019,Gujarat,324.3
2/13/2019,Maharashtra,428
2/13/2019,Tamil Nadu,310.6
2/13/2019,Uttar Pradesh,267
2/14/2019,Gujarat,328.1
2/14/2019,Maharashtra,431
2/14/2019,Tamil Nadu,313.9
2/14/2019,Uttar Pradesh,246.1
2/15/2019,Gujarat,324.4
2/15/2019,Maharashtra,418.4
2/15/2019,Tamil Nadu,321.4
2/15/2019,Uttar Pradesh,236.4
2/16/2019,Gujarat,320.9
2/16/2019,Maharashtra,413
2/16/2019,Tamil Nadu,315.8
2/16/2019,Uttar Pradesh,246
2/17/2019,Gujarat,311.7
2/17/2019,Maharashtra,404
2/17/2019,Tamil Nadu,301
2/17/2019,Uttar Pradesh,250.5
2/18/2019,Gujarat,324.5
2/18/2019,Maharashtra,419.4
2/18/2019,Tamil Nadu,319.7
2/18/2019,Uttar Pradesh,256.7
2/19/2019,Gujarat,327.9
2/19/2019,Maharashtra,425.1
2/19/2019,Tamil Nadu,330.9
2/19/2019,Uttar Pradesh,257.1
2/20/2019,Gujarat,329.9
2/20/2019,Maharashtra,436.2
2/20/2019,Tamil Nadu,326
2/20/2019,Uttar Pradesh,261.5
2/21/2019,Gujarat,335.8
2/21/2019,Maharashtra,442.4
2/21/2019,Tamil Nadu,323
2/21/2019,Uttar Pradesh,263.7
2/22/2019,Gujarat,335.9
2/22/2019,Maharashtra,443.5
2/22/2019,Tamil Nadu,321
2/22/2019,Uttar Pradesh,263.8
2/23/2019,Gujarat,328.5
2/23/2019,Maharashtra,441.3
2/23/2019,Tamil Nadu,318.7
2/23/2019,Uttar Pradesh,265.3
2/24/2019,Gujarat,313.7
2/24/2019,Maharashtra,424.4
2/24/2019,Tamil Nadu,294.7
2/24/2019,Uttar Pradesh,263.6
2/25/2019,Gujarat,326.2
2/25/2019,Maharashtra,439.4
2/25/2019,Tamil Nadu,318.5
2/25/2019,Uttar Pradesh,261.4
2/25/2019,Gujarat,319.2
2/25/2019,Maharashtra,433.9
2/25/2019,Tamil Nadu,327.6
2/25/2019,Uttar Pradesh,259.6
2/27/2019,Gujarat,314.6
2/27/2019,Maharashtra,432.9
2/27/2019,Tamil Nadu,332.8
2/27/2019,Uttar Pradesh,241.9
2/28/2019,Gujarat,314.6
2/28/2019,Maharashtra,432.9
2/28/2019,Tamil Nadu,335.5
2/28/2019,Uttar Pradesh,241.9
3/1/2019,Gujarat,322.6
3/1/2019,Maharashtra,420.9
3/1/2019,Tamil Nadu,340.9
3/1/2019,Uttar Pradesh,268
3/2/2019,Gujarat,322.6
3/2/2019,Maharashtra,431.1
3/2/2019,Tamil Nadu,334.6
3/2/2019,Uttar Pradesh,258
3/3/2019,Gujarat,319.7
3/3/2019,Maharashtra,419.7
3/3/2019,Tamil Nadu,312.9
3/3/2019,Uttar Pradesh,230
3/4/2019,Gujarat,317.1
3/4/2019,Maharashtra,435
3/4/2019,Tamil Nadu,334.5
3/4/2019,Uttar Pradesh,247.7
3/5/2019,Gujarat,327
3/5/2019,Maharashtra,443
3/5/2019,Tamil Nadu,343.9
3/5/2019,Uttar Pradesh,252.8
3/6/2019,Gujarat,330.1
3/6/2019,Maharashtra,441.4
3/6/2019,Tamil Nadu,344.3
3/6/2019,Uttar Pradesh,258.1
3/7/2019,Gujarat,336.8
3/7/2019,Maharashtra,443
3/7/2019,Tamil Nadu,347.7
3/7/2019,Uttar Pradesh,262.7
3/8/2019,Gujarat,337.4
3/8/2019,Maharashtra,439.5
3/8/2019,Tamil Nadu,349
3/8/2019,Uttar Pradesh,269.8
3/9/2019,Gujarat,332.8
3/9/2019,Maharashtra,442.2
3/9/2019,Tamil Nadu,344.7
3/9/2019,Uttar Pradesh,267.3
3/10/2019,Gujarat,325.8
3/10/2019,Maharashtra,429.6
3/10/2019,Tamil Nadu,319.5
3/10/2019,Uttar Pradesh,273.1
3/11/2019,Gujarat,333.7
3/11/2019,Maharashtra,449.1
3/11/2019,Tamil Nadu,340.7
3/11/2019,Uttar Pradesh,276.5
3/12/2019,Gujarat,334.4
3/12/2019,Maharashtra,463.7
3/12/2019,Tamil Nadu,343
3/12/2019,Uttar Pradesh,280.6
3/13/2019,Gujarat,330.9
3/13/2019,Maharashtra,459.1
3/13/2019,Tamil Nadu,340
3/13/2019,Uttar Pradesh,283.1
3/14/2019,Gujarat,332.3
3/14/2019,Maharashtra,452.8
3/14/2019,Tamil Nadu,341.4
3/14/2019,Uttar Pradesh,271.5
3/15/2019,Gujarat,334.5
3/15/2019,Maharashtra,448.9
3/15/2019,Tamil Nadu,340.8
3/15/2019,Uttar Pradesh,278.8
3/16/2019,Gujarat,334.3
3/16/2019,Maharashtra,451.2
3/16/2019,Tamil Nadu,339.5
3/16/2019,Uttar Pradesh,289.1
3/17/2019,Gujarat,327
3/17/2019,Maharashtra,439
3/17/2019,Tamil Nadu,313.3
3/17/2019,Uttar Pradesh,288.7
3/18/2019,Gujarat,342.9
3/18/2019,Maharashtra,457.5
3/18/2019,Tamil Nadu,338.2
3/18/2019,Uttar Pradesh,289
3/19/2019,Gujarat,341
3/19/2019,Maharashtra,466.3
3/19/2019,Tamil Nadu,348
3/19/2019,Uttar Pradesh,297
3/20/2019,Gujarat,326.8
3/20/2019,Maharashtra,462.2
3/20/2019,Tamil Nadu,349.7
3/20/2019,Uttar Pradesh,295.8
3/21/2019,Gujarat,256.6
3/21/2019,Maharashtra,406.8
3/21/2019,Tamil Nadu,339.8
3/21/2019,Uttar Pradesh,274.1
3/22/2019,Gujarat,300
3/22/2019,Maharashtra,439.2
3/22/2019,Tamil Nadu,347.6
3/22/2019,Uttar Pradesh,268.5
3/23/2019,Gujarat,333.3
3/23/2019,Maharashtra,460.8
3/23/2019,Tamil Nadu,349.2
3/23/2019,Uttar Pradesh,267.7
3/24/2019,Gujarat,333.7
3/24/2019,Maharashtra,452
3/24/2019,Tamil Nadu,328.1
3/24/2019,Uttar Pradesh,279.9
3/25/2019,Gujarat,351.5
3/25/2019,Maharashtra,471.3
3/25/2019,Tamil Nadu,345.9
3/25/2019,Uttar Pradesh,291.7
3/26/2019,Gujarat,355.6
3/26/2019,Maharashtra,484
3/26/2019,Tamil Nadu,341.9
3/26/2019,Uttar Pradesh,279.4
3/27/2019,Gujarat,357.6
3/27/2019,Maharashtra,489.6
3/27/2019,Tamil Nadu,350.1
3/27/2019,Uttar Pradesh,297.6
3/28/2019,Gujarat,364.6
3/28/2019,Maharashtra,487.7
3/28/2019,Tamil Nadu,346
3/28/2019,Uttar Pradesh,308.6
3/29/2019,Gujarat,366.5
3/29/2019,Maharashtra,483.3
3/29/2019,Tamil Nadu,351.1
3/29/2019,Uttar Pradesh,317.9
3/30/2019,Gujarat,366.4
3/30/2019,Maharashtra,484
3/30/2019,Tamil Nadu,349.3
3/30/2019,Uttar Pradesh,320
3/31/2019,Gujarat,350.5
3/31/2019,Maharashtra,462
3/31/2019,Tamil Nadu,327
3/31/2019,Uttar Pradesh,292.2
4/1/2019,Gujarat,359.3
4/1/2019,Maharashtra,477.1
4/1/2019,Tamil Nadu,342.7
4/1/2019,Uttar Pradesh,311.1
4/2/2019,Gujarat,366.9
4/2/2019,Maharashtra,485.9
4/2/2019,Tamil Nadu,350.4
4/2/2019,Uttar Pradesh,320.1
4/3/2019,Gujarat,370.5
4/3/2019,Maharashtra,494.1
4/3/2019,Tamil Nadu,357.3
4/3/2019,Uttar Pradesh,322.8
4/4/2019,Gujarat,377.4
4/4/2019,Maharashtra,492.8
4/4/2019,Tamil Nadu,356.9
4/4/2019,Uttar Pradesh,331.4
4/5/2019,Gujarat,379.8
4/5/2019,Maharashtra,472.8
4/5/2019,Tamil Nadu,355.1
4/5/2019,Uttar Pradesh,336.7
4/6/2019,Gujarat,377.2
4/6/2019,Maharashtra,475.3
4/6/2019,Tamil Nadu,353.5
4/6/2019,Uttar Pradesh,334.6
4/7/2019,Gujarat,362.5
4/7/2019,Maharashtra,470.5
4/7/2019,Tamil Nadu,323.7
4/7/2019,Uttar Pradesh,287.3
4/8/2019,Gujarat,378
4/8/2019,Maharashtra,497.4
4/8/2019,Tamil Nadu,349.6
4/8/2019,Uttar Pradesh,316.2
4/9/2019,Gujarat,379.7
4/9/2019,Maharashtra,499.9
4/9/2019,Tamil Nadu,359.6
4/9/2019,Uttar Pradesh,331.6
4/10/2019,Gujarat,379.9
4/10/2019,Maharashtra,500.8
4/10/2019,Tamil Nadu,362.8
4/10/2019,Uttar Pradesh,340.6
4/11/2019,Gujarat,386.5
4/11/2019,Maharashtra,502.7
4/11/2019,Tamil Nadu,362.1
4/11/2019,Uttar Pradesh,345.6
4/12/2019,Gujarat,389.4
4/12/2019,Maharashtra,501.4
4/12/2019,Tamil Nadu,365.4
4/12/2019,Uttar Pradesh,347
4/13/2019,Gujarat,383.1
4/13/2019,Maharashtra,489.9
4/13/2019,Tamil Nadu,361.5
4/13/2019,Uttar Pradesh,347.1
4/14/2019,Gujarat,369
4/14/2019,Maharashtra,468.4
4/14/2019,Tamil Nadu,332.8
4/14/2019,Uttar Pradesh,340.1
4/15/2019,Gujarat,379.8
4/15/2019,Maharashtra,483.8
4/15/2019,Tamil Nadu,352.6
4/15/2019,Uttar Pradesh,351
4/16/2019,Gujarat,359.3
4/16/2019,Maharashtra,478.3
4/16/2019,Tamil Nadu,362.1
4/16/2019,Uttar Pradesh,284.6
4/17/2019,Gujarat,335.8
4/17/2019,Maharashtra,470.4
4/17/2019,Tamil Nadu,360.3
4/17/2019,Uttar Pradesh,251.5
4/18/2019,Gujarat,355.9
4/18/2019,Maharashtra,482.3
4/18/2019,Tamil Nadu,306.4
4/18/2019,Uttar Pradesh,269.9
4/19/2019,Gujarat,358.8
4/19/2019,Maharashtra,477.8
4/19/2019,Tamil Nadu,329
4/19/2019,Uttar Pradesh,301
4/20/2019,Gujarat,367.5
4/20/2019,Maharashtra,487.4
4/20/2019,Tamil Nadu,330.5
4/20/2019,Uttar Pradesh,315.6
4/21/2019,Gujarat,363.6
4/21/2019,Maharashtra,468.5
4/21/2019,Tamil Nadu,304.2
4/21/2019,Uttar Pradesh,320.3
4/22/2019,Gujarat,381.2
4/22/2019,Maharashtra,495
4/22/2019,Tamil Nadu,324.7
4/22/2019,Uttar Pradesh,342.3
4/23/2019,Gujarat,359.9
4/23/2019,Maharashtra,494.5
4/23/2019,Tamil Nadu,323.2
4/23/2019,Uttar Pradesh,362
4/24/2019,Gujarat,379.2
4/24/2019,Maharashtra,500.6
4/24/2019,Tamil Nadu,337.7
4/24/2019,Uttar Pradesh,380.7
4/25/2019,Gujarat,387.3
4/25/2019,Maharashtra,513.1
4/25/2019,Tamil Nadu,342.2
4/25/2019,Uttar Pradesh,387.1
4/26/2019,Gujarat,392.9
4/26/2019,Maharashtra,511.8
4/26/2019,Tamil Nadu,350.1
4/26/2019,Uttar Pradesh,387.1
4/27/2019,Gujarat,389.6
4/27/2019,Maharashtra,513.3
4/27/2019,Tamil Nadu,352.2
4/27/2019,Uttar Pradesh,364
4/28/2019,Gujarat,375.4
4/28/2019,Maharashtra,504.1
4/28/2019,Tamil Nadu,325.7
4/28/2019,Uttar Pradesh,358.7
4/29/2019,Gujarat,391.4
4/29/2019,Maharashtra,499.4
4/29/2019,Tamil Nadu,340.6
4/29/2019,Uttar Pradesh,395.8
4/30/2019,Gujarat,385.3
4/30/2019,Maharashtra,508.9
4/30/2019,Tamil Nadu,332.7
4/30/2019,Uttar Pradesh,410.9
5/1/2019,Gujarat,380.2
5/1/2019,Maharashtra,456
5/1/2019,Tamil Nadu,298.4
5/1/2019,Uttar Pradesh,408.7
5/2/2019,Gujarat,380.6
5/2/2019,Maharashtra,485.9
5/2/2019,Tamil Nadu,330
5/2/2019,Uttar Pradesh,373.4
5/3/2019,Gujarat,379.4
5/3/2019,Maharashtra,485.2
5/3/2019,Tamil Nadu,347.2
5/3/2019,Uttar Pradesh,341.6
5/4/2019,Gujarat,377.9
5/4/2019,Maharashtra,485.1
5/4/2019,Tamil Nadu,346.6
5/4/2019,Uttar Pradesh,393.3
5/5/2019,Gujarat,362.8
5/5/2019,Maharashtra,475.9
5/5/2019,Tamil Nadu,329.5
5/5/2019,Uttar Pradesh,365.3
5/6/2019,Gujarat,373.2
5/6/2019,Maharashtra,497.2
5/6/2019,Tamil Nadu,349.6
5/6/2019,Uttar Pradesh,380.9
5/7/2019,Gujarat,379.4
5/7/2019,Maharashtra,504.1
5/7/2019,Tamil Nadu,343.7
5/7/2019,Uttar Pradesh,395.5
5/8/2019,Gujarat,373.5
5/8/2019,Maharashtra,501.8
5/8/2019,Tamil Nadu,330.9
5/8/2019,Uttar Pradesh,408.6
5/9/2019,Gujarat,376.2
5/9/2019,Maharashtra,496.2
5/9/2019,Tamil Nadu,332.9
5/9/2019,Uttar Pradesh,419.6
5/10/2019,Gujarat,374.2
5/10/2019,Maharashtra,492.4
5/10/2019,Tamil Nadu,342.2
5/10/2019,Uttar Pradesh,432.3
5/11/2019,Gujarat,370.7
5/11/2019,Maharashtra,491.6
5/11/2019,Tamil Nadu,352.7
5/11/2019,Uttar Pradesh,424.5
5/12/2019,Gujarat,364.2
5/12/2019,Maharashtra,479.3
5/12/2019,Tamil Nadu,326.3
5/12/2019,Uttar Pradesh,414.8
5/13/2019,Gujarat,378.4
5/13/2019,Maharashtra,499.8
5/13/2019,Tamil Nadu,341.5
5/13/2019,Uttar Pradesh,399.9
5/14/2019,Gujarat,378.9
5/14/2019,Maharashtra,500.6
5/14/2019,Tamil Nadu,344.4
5/14/2019,Uttar Pradesh,405.6
5/15/2019,Gujarat,376.5
5/15/2019,Maharashtra,497.9
5/15/2019,Tamil Nadu,339.4
5/15/2019,Uttar Pradesh,401.4
5/16/2019,Gujarat,377.8
5/16/2019,Maharashtra,495.2
5/16/2019,Tamil Nadu,343.8
5/16/2019,Uttar Pradesh,404.7
5/17/2019,Gujarat,374.3
5/17/2019,Maharashtra,495.1
5/17/2019,Tamil Nadu,348.3
5/17/2019,Uttar Pradesh,394.2
5/18/2019,Gujarat,371.8
5/18/2019,Maharashtra,496.7
5/18/2019,Tamil Nadu,335.7
5/18/2019,Uttar Pradesh,364.1
5/19/2019,Gujarat,360.5
5/19/2019,Maharashtra,481.3
5/19/2019,Tamil Nadu,320.9
5/19/2019,Uttar Pradesh,400.3
5/20/2019,Gujarat,382.1
5/20/2019,Maharashtra,507
5/20/2019,Tamil Nadu,348.9
5/20/2019,Uttar Pradesh,412.7
5/21/2019,Gujarat,387.9
5/21/2019,Maharashtra,513.6
5/21/2019,Tamil Nadu,359.7
5/21/2019,Uttar Pradesh,413.5
5/22/2019,Gujarat,384.3
5/22/2019,Maharashtra,513.9
5/22/2019,Tamil Nadu,364
5/22/2019,Uttar Pradesh,428.3
5/23/2019,Gujarat,391.1
5/23/2019,Maharashtra,522.1
5/23/2019,Tamil Nadu,365.3
5/23/2019,Uttar Pradesh,442
5/24/2019,Gujarat,388.3
5/24/2019,Maharashtra,505.3
5/24/2019,Tamil Nadu,355.5
5/24/2019,Uttar Pradesh,398.2
5/25/2019,Gujarat,384.8
5/25/2019,Maharashtra,503.3
5/25/2019,Tamil Nadu,351.6
5/25/2019,Uttar Pradesh,406.1
5/26/2019,Gujarat,372
5/26/2019,Maharashtra,487.5
5/26/2019,Tamil Nadu,328.3
5/26/2019,Uttar Pradesh,414.7
5/27/2019,Gujarat,385.7
5/27/2019,Maharashtra,509.5
5/27/2019,Tamil Nadu,345.5
5/27/2019,Uttar Pradesh,428.2
5/28/2019,Gujarat,391.1
5/28/2019,Maharashtra,516.4
5/28/2019,Tamil Nadu,356.2
5/28/2019,Uttar Pradesh,435.6
5/29/2019,Gujarat,389.9
5/29/2019,Maharashtra,515.8
5/29/2019,Tamil Nadu,345.2
5/29/2019,Uttar Pradesh,444.4
5/30/2019,Gujarat,394.1
5/30/2019,Maharashtra,509.6
5/30/2019,Tamil Nadu,349.5
5/30/2019,Uttar Pradesh,469
5/31/2019,Gujarat,392.8
5/31/2019,Maharashtra,505.9
5/31/2019,Tamil Nadu,343
5/31/2019,Uttar Pradesh,445.2
6/1/2019,Gujarat,393
6/1/2019,Maharashtra,500.6
6/1/2019,Tamil Nadu,336.8
6/1/2019,Uttar Pradesh,438.9
6/2/2019,Gujarat,376.2
6/2/2019,Maharashtra,489.6
6/2/2019,Tamil Nadu,313.7
6/2/2019,Uttar Pradesh,439
6/3/2019,Gujarat,390.7
6/3/2019,Maharashtra,500.4
6/3/2019,Tamil Nadu,328.4
6/3/2019,Uttar Pradesh,412.6
6/4/2019,Gujarat,394.8
6/4/2019,Maharashtra,495.4
6/4/2019,Tamil Nadu,343.5
6/4/2019,Uttar Pradesh,444.2
6/5/2019,Gujarat,387.9
6/5/2019,Maharashtra,492.8
6/5/2019,Tamil Nadu,324.2
6/5/2019,Uttar Pradesh,471.8
6/6/2019,Gujarat,395
6/6/2019,Maharashtra,494.2
6/6/2019,Tamil Nadu,331.6
6/6/2019,Uttar Pradesh,431.1
6/7/2019,Gujarat,400.8
6/7/2019,Maharashtra,485.7
6/7/2019,Tamil Nadu,339.9
6/7/2019,Uttar Pradesh,381.6
6/8/2019,Gujarat,398.1
6/8/2019,Maharashtra,472.7
6/8/2019,Tamil Nadu,337.3
6/8/2019,Uttar Pradesh,433.9
6/9/2019,Gujarat,387.1
6/9/2019,Maharashtra,461.6
6/9/2019,Tamil Nadu,312
6/9/2019,Uttar Pradesh,443.4
6/11/2019,Gujarat,398
6/11/2019,Maharashtra,471.4
6/11/2019,Tamil Nadu,332
6/11/2019,Uttar Pradesh,461.2
6/12/2019,Gujarat,368.3
6/12/2019,Maharashtra,463.4
6/12/2019,Tamil Nadu,337.6
6/12/2019,Uttar Pradesh,403
6/13/2019,Gujarat,302.6
6/13/2019,Maharashtra,457.8
6/13/2019,Tamil Nadu,338.7
6/13/2019,Uttar Pradesh,430.6
6/14/2019,Gujarat,328.7
6/14/2019,Maharashtra,460.8
6/14/2019,Tamil Nadu,339.2
6/14/2019,Uttar Pradesh,453.9
6/15/2019,Gujarat,342.9
6/15/2019,Maharashtra,464
6/15/2019,Tamil Nadu,332.9
6/15/2019,Uttar Pradesh,450.6
6/16/2019,Gujarat,325.4
6/16/2019,Maharashtra,455.8
6/16/2019,Tamil Nadu,330.6
6/16/2019,Uttar Pradesh,413.3
6/17/2019,Gujarat,330.9
6/17/2019,Maharashtra,473.9
6/17/2019,Tamil Nadu,347.5
6/17/2019,Uttar Pradesh,405.1
6/18/2019,Gujarat,316.1
6/18/2019,Maharashtra,476.8
6/18/2019,Tamil Nadu,354.1
6/18/2019,Uttar Pradesh,384.1
6/19/2019,Gujarat,319.2
6/19/2019,Maharashtra,473.8
6/19/2019,Tamil Nadu,355.5
6/19/2019,Uttar Pradesh,394.1
6/20/2019,Gujarat,338.8
6/20/2019,Maharashtra,479.4
6/20/2019,Tamil Nadu,348.5
6/20/2019,Uttar Pradesh,389.6
6/21/2019,Gujarat,352
6/21/2019,Maharashtra,474.3
6/21/2019,Tamil Nadu,349.6
6/21/2019,Uttar Pradesh,425.1
6/22/2019,Gujarat,354.3
6/22/2019,Maharashtra,463.8
6/22/2019,Tamil Nadu,336.7
6/22/2019,Uttar Pradesh,398.6
6/23/2019,Gujarat,335.9
6/23/2019,Maharashtra,429.1
6/23/2019,Tamil Nadu,310.1
6/23/2019,Uttar Pradesh,382
6/24/2019,Gujarat,340.6
6/24/2019,Maharashtra,436.2
6/24/2019,Tamil Nadu,329.9
6/24/2019,Uttar Pradesh,383
6/25/2019,Gujarat,334.7
6/25/2019,Maharashtra,451
6/25/2019,Tamil Nadu,347.7
6/25/2019,Uttar Pradesh,407.9
6/26/2019,Gujarat,330.8
6/26/2019,Maharashtra,458.8
6/26/2019,Tamil Nadu,330.3
6/26/2019,Uttar Pradesh,416.9
6/27/2019,Gujarat,340.2
6/27/2019,Maharashtra,448.7
